	voxels_in	voxels_out	standard_deviation_resamp	mean_resamp	variance_resamp	median_resamp	n_outliers_low_6sd	n_outliers_high_6sd	nonzero_percent_voxels_in_mask	threshold_flag
14	228994.0	653748.0	1.625287652015686	-0.47567588090896606	2.6415600776672363	-0.5671693086624146	0.0	0.0	0.9723611822323761	False
15	228919.0	651778.0	3.026679277420044	0.10335948318243027	9.160787582397461	-3.2160782216061716e-21	0.0	0.0	0.7921946052879207	False
16	228840.0	655393.0	1.4226881265640259	0.6930020451545715	2.0240416526794434	0.4098977744579315	0.0	0.0	0.8396248298560506	False
17	229016.0	653481.0	1.1664719581604004	0.9042083621025085	1.36065673828125	0.8640425205230713	0.0	0.0	0.987740882253822	False
18	228948.0	651925.0	3.08133864402771	-0.3218494653701782	9.494647979736328	-3.5575383784680614e-19	0.0	0.0	0.7921946052879207	False
19	229016.0	655094.0	2.2197723388671875	0.2661135494709015	4.927389144897461	0.10345043987035751	0.0	0.0	0.9678706949751185	False
20	229005.0	653835.0	1.0186349153518677	0.9421829581260681	1.0376170873641968	0.9488660097122192	0.0	0.0	0.9716740413947647	False
21	228966.0	654828.0	2.2781729698181152	-0.2706082761287689	5.190072059631348	-0.6041296124458313	0.0	0.0	0.9512961577010106	False
22	229014.0	654293.0	1.680351972579956	-0.36024153232574463	2.823582649230957	-0.4543161392211914	0.0	0.0	0.988865692414753	False
23	229029.0	655687.0	1.7041693925857544	-0.7124345898628235	2.90419340133667	-0.9562457203865051	0.0	0.0	0.9950236997938577	False
24	228780.0	654938.0	1.778104305267334	0.7982476353645325	3.1616549491882324	0.489979088306427	0.0	0.0	0.8287093569324633	False
25	228989.0	652218.0	1.1535077095031738	0.6819561719894409	1.3305801153182983	0.6744698882102966	0.0	0.0	0.9716740413947647	False
26	228900.0	652040.0	0.672219455242157	0.19774986803531647	0.45187896490097046	0.12081083655357361	0.0	0.0	0.8993885759553227	False
27	228807.0	655314.0	1.569094181060791	0.06713678687810898	2.4620566368103027	9.926167350636332e-23	0.0	0.0	0.8355807653085787	False
28	228961.0	653614.0	1.853623390197754	0.12329306453466415	3.4359195232391357	9.540979117872439e-18	0.0	0.0	0.9508978786167899	False
29	228888.0	655484.0	0.9153114557266235	-0.44505324959754944	0.837795078754425	-0.35850805044174194	0.0	0.0	0.8822056783218007	False
30	228964.0	653682.0	2.023449182510376	0.7588680386543274	4.09434700012207	0.7098827362060547	0.0	0.0	0.9404113216300556	False
31	229001.0	657955.0	0.824515163898468	0.3160889744758606	0.6798252463340759	0.32708460092544556	0.0	0.0	0.9781077804475606	False
32	228993.0	653469.0	0.9318735599517822	0.21544907987117767	0.8683883547782898	0.13823871314525604	0.0	0.0	0.9716740413947647	False
33	229026.0	656117.0	1.9467871189117432	1.314835786819458	3.789979934692383	1.4941471815109253	0.0	0.0	0.9920563017817519	False
34	228959.0	654144.0	2.1580886840820312	0.3901260793209076	4.657347202301025	0.053997159004211426	0.0	0.0	0.9404113216300556	False
35	228941.0	651033.0	2.593278169631958	-0.5353510975837708	6.725091457366943	-2.0816681711721685e-17	0.0	0.0	0.7921946052879207	False
36	229011.0	656995.0	2.397716999053955	0.4686878025531769	5.74904727935791	0.4038281738758087	0.0	0.0	0.9691705728653773	False
37	228932.0	651653.0	3.3414385318756104	-0.3141830861568451	11.16521167755127	-2.744386749103933e-19	0.0	0.0	0.7921946052879207	False
38	229027.0	657324.0	2.3373961448669434	-0.17263269424438477	5.463420391082764	-0.2463005930185318	0.0	0.0	0.9920563017817519	False
39	228916.0	655481.0	1.3824039697647095	-0.4523358941078186	1.9110407829284668	-0.30695685744285583	0.0	0.0	0.8822275617879667	False
40	228768.0	655294.0	1.7799054384231567	0.24563534557819366	3.168063163757324	7.835054762102278e-21	0.0	0.0	0.8287093569324633	False
41	229017.0	654629.0	1.7008906602859497	0.6526788473129272	2.89302921295166	0.5986737608909607	0.0	0.0	0.9821474683017992	False
42	228920.0	656174.0	1.6308352947235107	-1.0625030994415283	2.659623861312866	-1.1816037893295288	0.0	0.0	0.8822056783218007	False
43	229018.0	654947.0	2.2603533267974854	2.1996240615844727	5.109196662902832	2.4447293281555176	0.0	0.0	0.987740882253822	False
44	229026.0	655802.0	1.7651102542877197	-0.43378713726997375	3.115614175796509	-0.6493352651596069	0.0	0.0	0.9950236997938577	False
45	228912.0	655799.0	1.6168028116226196	1.5088181495666504	2.614051342010498	1.4982545375823975	0.0	0.0	0.8822275617879667	False
46	228905.0	656651.0	1.5577656030654907	-0.6785242557525635	2.426633596420288	-0.5996226668357849	0.0	0.0	0.8822625753338322	False
47	228944.0	653716.0	0.7989421486854553	-0.2952427268028259	0.638308584690094	-0.2688518464565277	0.0	0.0	0.9557034877868376	False
48	228951.0	653469.0	1.5377765893936157	1.2384806871414185	2.3647568225860596	1.1390849351882935	0.0	0.0	0.9553883658740475	False
49	228997.0	653044.0	1.3302102088928223	0.5166775584220886	1.7694592475891113	0.45713117718696594	0.0	0.0	0.9716740413947647	False
50	228998.0	652964.0	1.7327207326889038	-0.3445066511631012	3.0023210048675537	-0.36614108085632324	0.0	0.0	0.9716740413947647	False
51	228869.0	655691.0	1.3462576866149902	-0.9264338612556458	1.81240975856781	-0.8646693229675293	0.0	0.0	0.8822056783218007	False
52	229027.0	657115.0	1.6612544059753418	-0.5949321985244751	2.7597663402557373	-0.6168912649154663	0.0	0.0	0.9950236997938577	False
53	228918.0	650513.0	2.512845039367676	-0.8585343956947327	6.314390182495117	-7.806255641895632e-18	0.0	0.0	0.7921946052879207	False
54	229014.0	656501.0	2.540651321411133	0.19166883826255798	6.454909324645996	0.04314557835459709	0.0	0.0	0.9689123479646188	False
55	228946.0	654542.0	1.803286075592041	1.8446279764175415	3.251840591430664	1.8216619491577148	0.0	0.0	0.9512961577010106	False
56	228981.0	653807.0	2.2133238315582275	0.23250436782836914	4.898802280426025	2.5673907444456745e-16	0.0	0.0	0.9404113216300556	False
57	229026.0	656669.0	2.3208065032958984	-0.5707542896270752	5.386142730712891	-0.7538018226623535	0.0	0.0	0.993185488635916	False
58	228972.0	653158.0	1.3001166582107544	0.6443227529525757	1.6903034448623657	0.5970535278320312	0.0	0.0	0.9512961577010106	False
59	229014.0	653353.0	1.4273573160171509	-0.34351566433906555	2.037348747253418	-0.3897590935230255	0.0	0.0	0.988865692414753	False
60	229017.0	655879.0	2.667099952697754	0.15313318371772766	7.113422393798828	2.3722343533982837e-16	0.0	0.0	0.9691705728653773	False
61	228828.0	655013.0	1.5419102907180786	-0.028228450566530228	2.3774874210357666	-5.346895479542771e-21	0.0	0.0	0.8355807653085787	False
62	228750.0	654249.0	1.5224119424819946	0.2895667552947998	2.3177382946014404	4.743384504624082e-19	0.0	0.0	0.8287093569324633	False
63	228992.0	652812.0	1.144880771636963	-0.7786000967025757	1.310752034187317	-0.8362600207328796	0.0	0.0	0.9716740413947647	False
64	229016.0	656202.0	2.3475794792175293	0.48882821202278137	5.511128902435303	0.4538770616054535	0.0	0.0	0.9689123479646188	False
65	228905.0	656698.0	1.8270318508148193	1.4558491706848145	3.338045358657837	1.4383141994476318	0.0	0.0	0.8822625753338322	False
66	229009.0	653777.0	1.8623766899108887	-0.04930003359913826	3.468446731567383	-0.0837637409567833	0.0	0.0	0.9723611822323761	False
67	228998.0	652964.0	1.7327207326889038	0.3445066511631012	3.0023210048675537	0.36614108085632324	0.0	0.0	0.9716740413947647	False
68	229003.0	655611.0	1.2512415647506714	0.8056461215019226	1.5656055212020874	0.8353374600410461	0.0	0.0	0.9691705728653773	False
69	228974.0	653700.0	0.7998497486114502	0.40625351667404175	0.6397596597671509	0.3995261490345001	0.0	0.0	0.9557034877868376	False
70	228928.0	655962.0	1.5342295169830322	1.1929559707641602	2.3538601398468018	1.0523157119750977	0.0	0.0	0.8822056783218007	False
71	228973.0	653498.0	1.596746563911438	1.5550066232681274	2.5495996475219727	1.5137134790420532	0.0	0.0	0.9553883658740475	False
72	229018.0	653261.0	0.8918712735176086	0.43611133098602295	0.7954343557357788	0.44101840257644653	0.0	0.0	0.988865692414753	False
73	228964.0	653674.0	1.7535381317138672	1.7378889322280884	3.0748958587646484	1.7381608486175537	0.0	0.0	0.9553883658740475	False
74	229020.0	654257.0	1.792415976524353	0.08956697583198547	3.2127552032470703	2.237793284010081e-16	0.0	0.0	0.9821474683017992	False
75	228968.0	654114.0	1.8808355331420898	-1.8547593355178833	3.5375421047210693	-1.8611116409301758	0.0	0.0	0.9553883658740475	False
76	229010.0	655124.0	2.188936948776245	0.33303120732307434	4.791445255279541	0.1991906613111496	0.0	0.0	0.9678706949751185	False
77	229017.0	654788.0	1.5383323431015015	0.30165553092956543	2.3664662837982178	0.23646250367164612	0.0	0.0	0.9821474683017992	False
78	229019.0	655874.0	1.6313652992248535	1.7212672233581543	2.6613526344299316	1.877057671546936	0.0	0.0	0.9920563017817519	False
79	228905.0	656025.0	1.276493787765503	0.6088493466377258	1.6294362545013428	0.5933605432510376	0.0	0.0	0.8822056783218007	False
80	228847.0	654712.0	1.3729135990142822	0.5477046370506287	1.8848918676376343	0.27416571974754333	0.0	0.0	0.8355807653085787	False
81	228941.0	656169.0	1.5554652214050293	1.8371590375900269	2.4194719791412354	1.9475996494293213	0.0	0.0	0.8822056783218007	False
82	229013.0	654989.0	2.0506906509399414	1.9705877304077148	4.205332279205322	2.106205463409424	0.0	0.0	0.987740882253822	False
83	229005.0	653667.0	1.172924518585205	0.8696480393409729	1.3757518529891968	0.7777280807495117	0.0	0.0	0.9716740413947647	False
84	228914.0	650578.0	2.6497182846069336	-0.6698327660560608	7.021007061004639	-9.992007221626409e-16	0.0	0.0	0.7921946052879207	False
85	228998.0	653937.0	2.090189218521118	-0.13946813344955444	4.368890762329102	-0.020788678899407387	0.0	0.0	0.9716740413947647	False
86	229012.0	654089.0	1.861061453819275	0.15775176882743835	3.463549852371216	0.07636619359254837	0.0	0.0	0.9723611822323761	False
87	229022.0	654627.0	1.695327639579773	-0.2206915318965912	2.874135971069336	-0.36441826820373535	0.0	0.0	0.988865692414753	False
88	229014.0	655226.0	2.0751702785491943	0.39070701599121094	4.306332111358643	0.2760647237300873	0.0	0.0	0.9678706949751185	False
89	228953.0	653562.0	1.780840277671814	0.4242086708545685	3.1713922023773193	0.1791539043188095	0.0	0.0	0.9404113216300556	False
90	229025.0	654102.0	1.1936161518096924	0.6768202185630798	1.4247195720672607	0.7087117433547974	0.0	0.0	0.988865692414753	False
91	228780.0	655476.0	1.8404518365859985	0.7926986813545227	3.387263059616089	0.43460074067115784	0.0	0.0	0.8287093569324633	False
92	228958.0	653829.0	1.972436547279358	1.1150931119918823	3.8905060291290283	0.939644992351532	0.0	0.0	0.9557034877868376	False
93	229027.0	655721.0	1.7892975807189941	-0.5326085686683655	3.2015857696533203	-0.8072759509086609	0.0	0.0	0.9950236997938577	False
94	229001.0	653494.0	1.6480108499526978	1.084050178527832	2.71593976020813	0.9385070204734802	0.0	0.0	0.9716740413947647	False
95	228899.0	655142.0	1.2181651592254639	0.8858641982078552	1.4839262962341309	0.7771494388580322	0.0	0.0	0.8822056783218007	False
96	229009.0	654077.0	1.630591630935669	0.4882580637931824	2.6588289737701416	0.46826085448265076	0.0	0.0	0.9821474683017992	False
97	228991.0	653614.0	1.2305281162261963	-0.3824700117111206	1.5141993761062622	-0.38038235902786255	0.0	0.0	0.9716740413947647	False
98	229013.0	654926.0	1.135629653930664	-0.788398265838623	1.2896546125411987	-0.8071724772453308	0.0	0.0	0.9821474683017992	False
99	228989.0	655368.0	2.7082738876342773	-0.30384039878845215	7.334747314453125	-0.6600002646446228	0.0	0.0	0.9512961577010106	False
100	228882.0	654808.0	1.0623764991760254	0.8682464361190796	1.1286438703536987	0.796903669834137	0.0	0.0	0.8822056783218007	False
101	228756.0	653832.0	1.0823668241500854	0.6715214252471924	1.1715178489685059	0.5103722810745239	0.0	0.0	0.8287093569324633	False
102	228995.0	654445.0	1.5102423429489136	-0.3790304660797119	2.280831813812256	-0.42008599638938904	0.0	0.0	0.9716740413947647	False
103	228951.0	653683.0	1.7813316583633423	0.4986207187175751	3.173142433166504	0.3745034337043762	0.0	0.0	0.9508978786167899	False
104	228810.0	654181.0	1.3147916793823242	0.4880313277244568	1.7286770343780518	0.2131616324186325	0.0	0.0	0.8306000884092033	False
105	229009.0	654878.0	1.206608772277832	0.7570412158966064	1.4559047222137451	0.8429851531982422	0.0	0.0	0.9689123479646188	False
106	228963.0	654161.0	2.179194211959839	0.4582999050617218	4.748887062072754	0.27659472823143005	0.0	0.0	0.9404113216300556	False
107	228882.0	654808.0	1.0623764991760254	-0.8682464361190796	1.1286438703536987	-0.796903669834137	0.0	0.0	0.8822056783218007	False
108	228962.0	653985.0	1.4861356019973755	0.2837255597114563	2.208599090576172	0.2700953781604767	0.0	0.0	0.9553883658740475	False
109	229027.0	657170.0	1.6723134517669678	1.1758960485458374	2.7966322898864746	1.1926414966583252	0.0	0.0	0.9950236997938577	False
110	228962.0	653205.0	2.0204477310180664	0.8863635063171387	4.082208633422852	0.6131219863891602	0.0	0.0	0.9557034877868376	False
111	228989.0	654102.0	1.7392574548721313	1.658588171005249	3.0250163078308105	1.6546845436096191	0.0	0.0	0.9716740413947647	False
112	228888.0	655484.0	0.9153114557266235	0.44505324959754944	0.837795078754425	0.35850805044174194	0.0	0.0	0.8822056783218007	False
113	229019.0	653919.0	1.8719388246536255	-0.1349411904811859	3.504155158996582	-0.14832761883735657	0.0	0.0	0.9723611822323761	False
114	229004.0	655607.0	0.9745042324066162	0.20874102413654327	0.9496585130691528	0.14705070853233337	0.0	0.0	0.9782434579377897	False
115	228836.0	655263.0	1.3447046279907227	0.2956724762916565	1.8082305192947388	0.05303056165575981	0.0	0.0	0.8822056783218007	False
116	229026.0	657479.0	1.7409720420837402	0.6911860704421997	3.0309834480285645	0.6437758207321167	0.0	0.0	0.9950236997938577	False
117	228981.0	652019.0	1.7168422937393188	0.27722176909446716	2.947547435760498	0.041571661829948425	0.0	0.0	0.9404113216300556	False
118	228991.0	653614.0	1.2305281162261963	0.3824700117111206	1.5141993761062622	0.38038235902786255	0.0	0.0	0.9716740413947647	False
119	228952.0	653410.0	1.8473433256149292	0.6104744672775269	3.41267728805542	0.4060533344745636	0.0	0.0	0.8993885759553227	False
120	228946.0	653855.0	1.8096531629562378	0.7300509810447693	3.2748444080352783	0.52350252866745	0.0	0.0	0.8993885759553227	False
121	229023.0	654314.0	1.134832739830017	0.48509976267814636	1.287845253944397	0.4708336293697357	0.0	0.0	0.988865692414753	False
122	228795.0	655054.0	1.3865262269973755	0.7112993001937866	1.922455072402954	0.5821894407272339	0.0	0.0	0.829400874463308	False
123	228933.0	652668.0	0.9967185258865356	-0.18839728832244873	0.9934477806091309	-0.1530950963497162	0.0	0.0	0.9404113216300556	False
124	229018.0	653862.0	1.207980990409851	0.5870306491851807	1.4592180252075195	0.539853036403656	0.0	0.0	0.987740882253822	False
125	228919.0	656534.0	1.5382040739059448	1.7924797534942627	2.3660717010498047	1.8628551959991455	0.0	0.0	0.8822056783218007	False
126	228941.0	655976.0	1.6952414512634277	1.4490989446640015	2.8738436698913574	1.4184925556182861	0.0	0.0	0.8822056783218007	False
127	229023.0	653792.0	0.8416644930839539	-0.09295054525136948	0.7083991169929504	-0.09041429311037064	0.0	0.0	0.988865692414753	False
128	229007.0	653565.0	1.6707454919815063	2.206435203552246	2.7913906574249268	2.2666900157928467	0.0	0.0	0.9716740413947647	False
129	228905.0	656025.0	1.276493787765503	-0.6088493466377258	1.6294362545013428	-0.5933605432510376	0.0	0.0	0.8822056783218007	False
130	228818.0	655578.0	1.5987749099731445	-0.6458443403244019	2.5560810565948486	-0.5159094929695129	0.0	0.0	0.8355807653085787	False
131	228939.0	655244.0	1.6252487897872925	-0.42481106519699097	2.6414337158203125	-0.3022204339504242	0.0	0.0	0.8822056783218007	False
132	228938.0	652663.0	0.9215337634086609	1.0350677967071533	0.8492244482040405	1.0621371269226074	0.0	0.0	0.9404113216300556	False
133	228997.0	655135.0	2.63379168510437	-0.2904353737831116	6.936859130859375	-0.6644421219825745	0.0	0.0	0.9512961577010106	False
134	229021.0	655835.0	1.344929814338684	1.1154533624649048	1.8088362216949463	1.0892707109451294	0.0	0.0	0.993185488635916	False
135	229017.0	654969.0	2.299128293991089	2.4446182250976562	5.285991191864014	2.717892646789551	0.0	0.0	0.987740882253822	False
136	228953.0	652811.0	0.9257895946502686	0.7101547122001648	0.8570863604545593	0.7125415205955505	0.0	0.0	0.9404113216300556	False
137	228961.0	653848.0	1.86325204372406	0.6808871626853943	3.471708059310913	0.48699504137039185	0.0	0.0	0.8993885759553227	False
138	228968.0	653764.0	1.9044147729873657	0.44375455379486084	3.626795530319214	0.2791886031627655	0.0	0.0	0.9404113216300556	False
139	228963.0	652926.0	1.9181492328643799	0.4403521418571472	3.6792962551116943	0.3019217550754547	0.0	0.0	0.9508978786167899	False
140	229008.0	654188.0	1.632183313369751	0.650813639163971	2.664022207260132	0.5536542534828186	0.0	0.0	0.9821474683017992	False
141	228925.0	651387.0	2.99006986618042	-0.02151906117796898	8.94051742553711	4.912791094074942e-20	0.0	0.0	0.7921946052879207	False
142	229000.0	654424.0	1.7984522581100464	-0.2995471656322479	3.2344305515289307	-0.35578230023384094	0.0	0.0	0.9723611822323761	False
143	228899.0	656009.0	1.5513465404510498	-0.33319538831710815	2.4066760540008545	-0.16474604606628418	0.0	0.0	0.8822056783218007	False
