index,val1,val2,atlas,labels
55,-4.6549070020773797e-07,1.0391470084414323e-07,0.0,No Label
56,-9.544555359752849e-05,-1.6865749330463586e-06,0.0,No Label
57,-0.0058476743288338184,0.0028730519115924835,0.0,No Label
58,-0.011462156660854816,-4.088494461029768e-05,0.0,No Label
59,-0.01049092411994934,-0.006598460488021374,0.0,No Label
60,0.0016610289458185434,-0.0042890580371022224,0.0,No Label
61,0.0005992641090415418,-0.0024992828257381916,0.0,No Label
62,0.00014721044863108546,-4.176274887868203e-05,0.0,No Label
63,-3.9252576243598014e-05,0.00010683427535695955,0.0,No Label
64,-1.8113700207322836e-05,4.354457269073464e-05,0.0,No Label
65,-4.649074014650978e-09,-1.1101235486421501e-09,0.0,No Label
66,-9.018914965963631e-07,-2.1535645089443278e-07,0.0,No Label
67,-0.0002744759258348495,-4.2657487938413396e-05,0.0,No Label
68,0.0033474599476903677,0.00935306679457426,0.0,No Label
69,-0.011089799925684929,0.0019142234232276678,0.0,No Label
70,-0.004084060899913311,-0.005575461778789759,0.0,No Label
71,0.00426838593557477,-0.028277741745114326,0.0,No Label
72,0.011364507488906384,-0.02026963233947754,0.0,No Label
73,0.0002771355793811381,-0.0021376507356762886,0.0,No Label
74,0.00020111755293328315,-0.0005763573572039604,0.0,No Label
75,5.012033216189593e-05,5.869139567948878e-05,0.0,No Label
76,-3.4716865116024564e-07,-1.964326230563529e-07,0.0,No Label
77,-9.190487617161125e-05,-5.076156594441272e-05,0.0,No Label
78,0.0009306719293817878,0.002346279565244913,0.0,No Label
79,-0.006357613485306501,0.00918138399720192,0.0,No Label
80,-0.014952297322452068,0.0014099108520895243,0.0,No Label
81,-0.002968242159113288,-0.017696969211101532,0.0,No Label
82,-0.004470704589039087,-0.0413949079811573,0.0,No Label
83,-0.0044206660240888596,-0.017993194982409477,0.0,No Label
84,-0.0024010189808905125,-0.0060004135593771935,0.0,No Label
85,0.00014623993774875998,0.000772404542658478,0.0,No Label
86,3.72285649063997e-05,5.70924166822806e-05,0.0,No Label
87,1.002901899482822e-05,-6.40644259419787e-07,0.0,No Label
88,-0.00042878411477431655,3.435156759223901e-05,0.0,No Label
89,0.00623285910114646,-0.000932880153413862,0.0,No Label
90,0.00037111740675754845,-0.0017928776796907187,0.0,No Label
91,-0.001897996524348855,-0.004400125239044428,0.0,No Label
92,-0.0051621971651911736,0.005037110298871994,0.0,No Label
93,-0.00701444735750556,-0.0012603765353560448,0.0,No Label
94,-0.007236242759972811,-0.0021698607597500086,0.0,No Label
95,-0.004679591860622168,-0.0038068508729338646,0.0,No Label
96,0.0006211005384102464,0.0005732786958105862,0.0,No Label
97,1.5594769138260745e-05,1.9561779481591657e-05,0.0,No Label
98,2.6216233891318552e-05,5.294777565723052e-06,0.0,No Label
99,0.0015476485714316368,0.0005313202273100615,0.0,No Label
100,0.003961747046560049,0.000739665178116411,0.0,No Label
101,-0.00042696489254012704,-0.0013307530898600817,0.0,No Label
102,-0.0016234879149124026,-0.0009786149021238089,0.0,No Label
103,-0.0031270463950932026,0.002134772017598152,0.0,No Label
104,0.00023369002155959606,0.0006000457215122879,0.0,No Label
105,0.0005195528501644731,-0.0009574888390488923,0.0,No Label
106,0.00026363585493527353,2.961472637252882e-05,0.0,No Label
107,0.00016998486535158008,0.00014816394832450897,0.0,No Label
108,-6.763179385416151e-07,-9.010673238663003e-06,0.0,No Label
109,-0.00034769493504427373,2.7196658265893348e-05,0.0,No Label
110,-0.00032307556830346584,-0.00016899534966796637,0.0,No Label
111,0.00032294358243234456,0.00014005751290824264,0.0,No Label
112,0.0002602361491881311,0.00016317502013407648,0.0,No Label
113,0.0005842515965923667,0.0001964555704034865,0.0,No Label
114,0.0003785714216064662,-6.796328671043739e-05,0.0,No Label
115,0.00025586545234546065,-0.00012575167056638747,0.0,No Label
116,0.0005557163967750967,0.00025636711507104337,0.0,No Label
117,2.5843171897577122e-05,1.2078600093445857e-06,0.0,No Label
118,1.06303868960822e-05,-6.048664999980247e-06,0.0,No Label
119,1.3876374396204483e-05,-3.502457843751472e-07,0.0,No Label
120,6.435038085328415e-05,5.2404335292521864e-05,0.0,No Label
121,0.00036305710091255605,-0.00012385036097839475,0.0,No Label
122,0.0002912862692028284,-7.71948616602458e-05,0.0,No Label
123,0.0003841503639705479,8.952084317570552e-05,0.0,No Label
124,7.964221003931016e-05,-6.217636109795421e-05,0.0,No Label
125,5.1404011713884756e-08,-4.996639972887351e-07,0.0,No Label
126,3.845273568003904e-06,-2.217894871137105e-05,0.0,No Label
127,4.268271823093528e-06,-9.90854823612608e-06,0.0,No Label
128,9.029744774124993e-07,-2.1251594262139406e-06,0.0,No Label
129,7.589795245621644e-07,1.1036182741008815e-06,0.0,No Label
130,-2.2048785019990191e-10,-1.4783398116779978e-10,0.0,No Label
131,-4.2773507402671385e-08,-2.867902892944585e-08,0.0,No Label
132,5.750097784584796e-07,6.216692440830229e-07,0.0,No Label
133,-1.646237615204882e-05,-1.4219201148080174e-05,0.0,No Label
134,0.00012275950575713068,0.00030834617791697383,0.0,No Label
135,-0.00019948609406128526,0.00044318102300167084,0.0,No Label
136,-7.595554052386433e-05,0.0005775238387286663,0.0,No Label
137,5.247578883427195e-05,-8.24732196633704e-05,0.0,No Label
138,-1.7808690245146863e-05,-2.6363335564383306e-05,0.0,No Label
139,-4.73240061182878e-06,-9.795756341191009e-06,0.0,No Label
140,3.0243738069479775e-10,8.35333954785078e-11,0.0,No Label
141,5.867129360126455e-08,1.6205047970174746e-08,0.0,No Label
142,-3.748440576600842e-05,-1.1045030078093987e-05,0.0,No Label
143,-5.100269481772557e-05,-4.245498348609544e-05,0.0,No Label
144,0.00039754281169734895,0.0014425984118133783,0.0,No Label
145,-0.01214383915066719,-0.020890219137072563,0.0,No Label
146,0.002957921242341399,-0.012786454521119595,0.0,No Label
147,-0.0002536929096095264,-0.00011963626457145438,0.0,No Label
148,0.00043116233428008854,0.0014345013769343495,0.0,No Label
149,0.000577840895857662,-0.00024715668405406177,0.0,No Label
150,0.0006691997987218201,0.00030124210752546787,0.0,No Label
151,3.945267962990329e-06,-1.6889222024474293e-05,0.0,No Label
152,-1.4235027601117167e-09,-9.710506843063627e-10,0.0,No Label
153,-2.761522068794875e-07,-1.883788343093329e-07,0.0,No Label
154,-5.000957753509283e-05,-2.3415759642375633e-05,0.0,No Label
155,-2.38041793636512e-05,3.093291888944805e-05,0.0,No Label
156,0.0010542463278397918,-0.01409672386944294,0.0,No Label
157,-0.0847565308213234,-0.20392754673957825,8.0,Temporal Lobe
158,0.19938801229000092,-0.17090129852294922,8.0,Temporal Lobe
159,0.47398895025253296,-0.05200686678290367,5.0,Occipital Lobe
160,0.038262177258729935,-0.04549293965101242,6.0,Parietal Lobe
161,-0.005971632432192564,-0.010362996719777584,0.0,No Label
162,0.004146356135606766,0.0004343882028479129,0.0,No Label
163,-0.0006173879373818636,1.1566872672119644e-05,0.0,No Label
164,-8.449283632216975e-05,5.38199492439162e-05,0.0,No Label
165,4.585259602563063e-11,1.114841639143771e-11,0.0,No Label
166,8.895167269429294e-09,2.162735324162668e-09,0.0,No Label
167,9.656221209297655e-07,1.8891516617713933e-07,0.0,No Label
168,2.316366953891702e-05,-3.629225102486089e-05,0.0,No Label
169,0.0014767469838261604,-0.007032282184809446,8.0,Temporal Lobe
170,0.09436973929405212,-0.1710096001625061,8.0,Temporal Lobe
171,1.3592121601104736,-0.3876635432243347,8.0,Temporal Lobe
172,0.43268883228302,-0.14150553941726685,8.0,Temporal Lobe
173,-0.37608179450035095,-0.29864466190338135,6.0,Parietal Lobe
174,-0.04311409220099449,-0.009750809520483017,6.0,Parietal Lobe
175,-0.044295743107795715,0.028851676732301712,6.0,Parietal Lobe
176,-0.015884680673480034,-0.007453437894582748,0.0,No Label
177,-0.00037996808532625437,-0.00016044129733927548,0.0,No Label
178,2.49923748363301e-09,-3.1528821775594906e-09,0.0,No Label
179,4.801793238584651e-07,-6.108846264396561e-07,0.0,No Label
180,9.38338998821564e-05,-0.00011856303171953186,8.0,Temporal Lobe
181,0.017308847978711128,-0.03087940439581871,8.0,Temporal Lobe
182,1.2815202474594116,-0.7812182307243347,8.0,Temporal Lobe
183,0.8758832216262817,0.03588853031396866,8.0,Temporal Lobe
184,0.17469556629657745,0.38589274883270264,8.0,Temporal Lobe
185,-0.14551536738872528,0.442817360162735,8.0,Temporal Lobe
186,0.04980023577809334,0.3872750997543335,6.0,Parietal Lobe
187,0.04623541980981827,0.10289143770933151,6.0,Parietal Lobe
188,-0.006604321300983429,0.03520014509558678,6.0,Parietal Lobe
189,-0.004064618144184351,0.006165797356516123,0.0,No Label
190,6.63156697555678e-06,-7.859467586968094e-05,0.0,No Label
191,2.975760082790657e-09,-1.9653449978562776e-09,0.0,No Label
192,5.772821509708592e-07,-3.812668012415088e-07,0.0,No Label
193,0.00011199070286238566,-7.396344153676182e-05,8.0,Temporal Lobe
194,0.040098197758197784,-0.020695822313427925,8.0,Temporal Lobe
195,-0.09813223034143448,-0.9030025601387024,8.0,Temporal Lobe
196,0.9523965716362,-0.08042005449533463,8.0,Temporal Lobe
197,0.15985481441020966,0.45357632637023926,8.0,Temporal Lobe
198,-0.3749660551548004,1.6993154287338257,8.0,Temporal Lobe
199,-0.2684241533279419,0.7971826791763306,6.0,Parietal Lobe
200,-0.061685848981142044,0.17242734134197235,6.0,Parietal Lobe
201,-0.11914368718862534,0.08741568773984909,6.0,Parietal Lobe
202,0.00836229044944048,0.010866553522646427,0.0,No Label
203,-7.241797720780596e-05,-5.133049126015976e-05,0.0,No Label
204,-5.478163416228199e-07,-3.047179859549942e-07,0.0,No Label
205,-0.00010627354640746489,-5.9113717725267634e-05,8.0,Temporal Lobe
206,-0.02823256142437458,-0.01640850491821766,8.0,Temporal Lobe
207,-0.13280607759952545,-0.395189106464386,8.0,Temporal Lobe
208,0.5744287967681885,-0.6872391104698181,8.0,Temporal Lobe
209,0.6121365427970886,0.38895127177238464,8.0,Temporal Lobe
210,0.1376437395811081,1.2661149501800537,8.0,Temporal Lobe
211,0.03220034018158913,2.3619284629821777,6.0,Parietal Lobe
212,0.343643456697464,1.0225071907043457,6.0,Parietal Lobe
213,0.3183806240558624,1.2128826379776,6.0,Parietal Lobe
214,0.04083027318120003,0.20007909834384918,6.0,Parietal Lobe
215,0.00447108643129468,0.006170929409563541,0.0,No Label
216,-5.271407280815765e-05,-0.00012184735533082858,0.0,No Label
217,1.9409375454415567e-05,-3.957789260766731e-07,0.0,No Label
218,0.003765318775549531,-7.677906978642568e-05,8.0,Temporal Lobe
219,-0.11236875504255295,0.0026415346655994654,8.0,Temporal Lobe
220,-0.8231480121612549,0.4654991328716278,8.0,Temporal Lobe
221,-0.18787449598312378,0.027868110686540604,8.0,Temporal Lobe
222,0.5010159015655518,0.8497164845466614,8.0,Temporal Lobe
223,0.653573215007782,0.4993816614151001,0.0,No Label
224,0.5587721467018127,0.7614020109176636,6.0,Parietal Lobe
225,0.9243243336677551,0.4233909547328949,6.0,Parietal Lobe
226,0.983256995677948,0.8177906274795532,6.0,Parietal Lobe
227,0.18868422508239746,0.16381719708442688,0.0,No Label
228,0.00327545334585011,0.003980429843068123,0.0,No Label
229,-1.9240651454310864e-05,-2.6847394110518508e-05,0.0,No Label
230,2.469744322297629e-05,1.8054544170809095e-06,0.0,No Label
231,0.004791176877915859,0.00035024885437451303,8.0,Temporal Lobe
232,-0.578264594078064,-0.18277420103549957,8.0,Temporal Lobe
233,-0.9153221249580383,-0.11461566388607025,8.0,Temporal Lobe
234,0.052754346281290054,0.4660392701625824,8.0,Temporal Lobe
235,0.4373205304145813,0.1675303876399994,8.0,Temporal Lobe
236,0.7273492813110352,-0.3907182812690735,0.0,No Label
237,0.035263288766145706,-0.055085763335227966,3.0,Frontal Lobe
238,-0.11131828278303146,0.22038772702217102,3.0,Frontal Lobe
239,0.039045434445142746,0.04630264639854431,3.0,Frontal Lobe
240,0.04622919484972954,0.04302573576569557,0.0,No Label
241,-0.0022201468236744404,0.00021993440168444067,0.0,No Label
242,-3.3272963264607824e-06,-1.7442771422793157e-05,0.0,No Label
243,-0.0006454783142544329,-0.0033838078379631042,0.0,No Label
244,-0.11083409935235977,0.011119878850877285,8.0,Temporal Lobe
245,-0.11096586287021637,-0.05792093276977539,0.0,No Label
246,0.10902044177055359,0.047448497265577316,8.0,Temporal Lobe
247,0.09844477474689484,0.05705576390028,8.0,Temporal Lobe
248,0.2065250426530838,0.06712177395820618,3.0,Frontal Lobe
249,0.12350055575370789,-0.027950061485171318,3.0,Frontal Lobe
250,0.08854065835475922,-0.03846457973122597,3.0,Frontal Lobe
251,0.18994095921516418,0.09289643168449402,0.0,No Label
252,0.0036317382473498583,-0.0004419177130330354,0.0,No Label
253,-0.0003419562126509845,5.174091347726062e-05,0.0,No Label
254,1.028285169013543e-06,1.7876282072393224e-06,0.0,No Label
255,0.000294617930194363,0.00016889108519535512,0.0,No Label
256,-0.0037772736977785826,-0.0009573866846039891,0.0,No Label
257,0.0020574447698891163,-0.0011754396837204695,0.0,No Label
258,0.001761626685038209,-0.0004617264785338193,0.0,No Label
259,0.023165198042988777,0.019392535090446472,0.0,No Label
260,0.126336008310318,-0.04521439969539642,0.0,No Label
261,0.09599646925926208,-0.033310920000076294,3.0,Frontal Lobe
262,0.1274378001689911,0.0324828177690506,0.0,No Label
263,0.019050899893045425,0.003924091346561909,0.0,No Label
264,-0.0014901590766385198,0.0006279109511524439,0.0,No Label
265,3.119221582892351e-05,-1.566293758514803e-05,0.0,No Label
266,-1.5761312170070596e-05,4.195855217403732e-05,0.0,No Label
267,0.00012622372014448047,-0.00013533614401239902,0.0,No Label
268,-8.408938447246328e-05,-0.00024083834432531148,0.0,No Label
269,-0.00011670211824821308,-0.00025965753593482077,0.0,No Label
270,0.001080259564332664,0.0009844806045293808,0.0,No Label
271,0.002301849890500307,-0.00364952371455729,0.0,No Label
272,0.01545017771422863,-0.012061893939971924,0.0,No Label
273,0.0036971161607652903,-0.007063737604767084,0.0,No Label
274,5.572790087171597e-06,0.0006899024010635912,0.0,No Label
275,3.926642420992721e-06,5.708038224838674e-05,0.0,No Label
276,7.055206765471667e-07,-2.3574397346237674e-05,0.0,No Label
277,0.00017151421343442053,7.880304474383593e-05,0.0,No Label
278,0.0008160743163898587,0.0009954530978575349,0.0,No Label
279,0.0009483195026405156,0.0016337089473381639,0.0,No Label
280,-0.00016825483180582523,0.0006368659669533372,0.0,No Label
281,0.0008547925390303135,0.0004121719393879175,0.0,No Label
282,2.0418554413481615e-05,-5.7869779084285256e-06,0.0,No Label
283,9.186104580294341e-05,0.00036530138459056616,0.0,No Label
284,9.628305269870907e-05,-3.489209120743908e-05,0.0,No Label
285,0.0001041549548972398,0.00015455414541065693,0.0,No Label
286,-0.00016248937754426152,0.0006345589645206928,0.0,No Label
287,3.1547002436127514e-05,8.64332978380844e-05,0.0,No Label
288,6.42376544419676e-05,0.00014735263539478183,0.0,No Label
289,6.470485823228955e-05,4.708072083303705e-05,0.0,No Label
290,5.404228886618512e-06,-7.738080967101268e-06,0.0,No Label
291,6.078504100059945e-08,-1.4665408443192973e-08,0.0,No Label
292,-8.143697414197959e-06,3.6357716908241855e-06,0.0,No Label
293,-2.847441101039294e-05,3.491842289804481e-05,0.0,No Label
294,-1.061026250681607e-05,1.6060068446677178e-05,0.0,No Label
295,2.9317322969291126e-06,1.5947603969834745e-05,0.0,No Label
296,-2.4396985054409015e-07,-7.843499361115391e-07,0.0,No Label
297,-2.9052000805052103e-09,8.75960803892184e-10,0.0,No Label
298,-5.635938578052446e-07,1.6993188012293103e-07,0.0,No Label
299,3.412887963349931e-05,-1.0726537766458932e-05,0.0,No Label
300,9.972113730327692e-06,-9.693224274087697e-05,0.0,No Label
301,0.0007459631888195872,-0.004302601795643568,0.0,No Label
302,0.000828022719360888,-0.0019222073024138808,0.0,No Label
303,0.0001751723902998492,-0.00041226999019272625,0.0,No Label
304,0.00014723811182193458,0.00021409626060631126,0.0,No Label
305,3.544269929989241e-05,7.048621773719788e-05,0.0,No Label
306,6.075470810174011e-05,1.6219271856243722e-05,0.0,No Label
307,-2.2048785019990191e-10,-1.4783398116779978e-10,0.0,No Label
308,-4.2773507402671385e-08,-2.867902892944585e-08,0.0,No Label
309,-8.297839485749137e-06,-5.563583727052901e-06,0.0,No Label
310,0.00011154892854392529,0.00012060062726959586,0.0,No Label
311,-0.003193615935742855,-0.0027584517374634743,0.0,No Label
312,0.023814711719751358,0.059817567467689514,0.0,No Label
313,-0.03869927302002907,0.08597483485937119,0.0,No Label
314,-0.014734982512891293,0.11203664541244507,0.0,No Label
315,0.010180032812058926,-0.015999378636479378,0.0,No Label
316,-0.0034547941759228706,-0.005114351399242878,0.0,No Label
317,-0.000918061297852546,-0.0019003262277692556,0.0,No Label
318,7.268191984621808e-05,0.00012175479059806094,0.0,No Label
319,3.039788143421873e-10,8.823550917691492e-11,0.0,No Label
320,5.897032551160919e-08,1.7117233852559366e-08,0.0,No Label
321,1.1439939044066705e-05,3.3206551961484365e-06,0.0,No Label
322,-0.007260527461767197,-0.00210834969766438,0.0,No Label
323,-0.007711090613156557,-0.0015763601986691356,0.0,No Label
324,-0.31006476283073425,-1.068789005279541,8.0,Temporal Lobe
325,-0.6892927885055542,-1.4075312614440918,8.0,Temporal Lobe
326,-0.06735685467720032,-0.8265398740768433,0.0,No Label
327,0.1129155233502388,-0.08575060963630676,5.0,Occipital Lobe
328,-0.2343359738588333,-0.7675762176513672,6.0,Parietal Lobe
329,-0.3996141254901886,-0.06667333841323853,6.0,Parietal Lobe
330,-0.3029426634311676,-0.058272138237953186,6.0,Parietal Lobe
331,0.004496823530644178,-0.005217342637479305,6.0,Parietal Lobe
332,0.00012590934056788683,-0.0001771552924765274,0.0,No Label
333,-1.4242148571597113e-09,-9.72000369081627e-10,0.0,No Label
334,-2.7629033638731926e-07,-1.8856304961900605e-07,0.0,No Label
335,-5.35989020136185e-05,-3.658025889308192e-05,0.0,No Label
336,-0.009706798940896988,-0.004549469333142042,0.0,No Label
337,-0.005626424215734005,0.004655875265598297,8.0,Temporal Lobe
338,0.9327481985092163,-1.1428934335708618,8.0,Temporal Lobe
339,-0.28963568806648254,-1.4860981702804565,8.0,Temporal Lobe
340,0.5307480096817017,-0.5143563747406006,8.0,Temporal Lobe
341,0.9221336841583252,-1.0853899717330933,5.0,Occipital Lobe
342,0.3797667324542999,-1.6887584924697876,6.0,Parietal Lobe
343,-0.562326192855835,-1.3971500396728516,6.0,Parietal Lobe
344,-0.032715972512960434,-0.37954315543174744,6.0,Parietal Lobe
345,0.3026006817817688,0.09436775743961334,6.0,Parietal Lobe
346,-0.026386551558971405,0.01231859065592289,6.0,Parietal Lobe
347,-3.0864495784044266e-05,-7.943937816889957e-06,0.0,No Label
348,3.821919516977523e-11,1.885699756065673e-11,0.0,No Label
349,7.414326930188508e-09,3.658160441233349e-09,0.0,No Label
350,1.4383412008101004e-06,7.096642775650253e-07,0.0,No Label
351,0.00013159577792976052,9.29273955989629e-05,0.0,No Label
352,-0.006317688152194023,0.0038772928528487682,8.0,Temporal Lobe
353,1.3371546268463135,-1.1083956956863403,8.0,Temporal Lobe
354,0.4984813928604126,-2.282524824142456,8.0,Temporal Lobe
355,0.3158525228500366,-0.19730719923973083,8.0,Temporal Lobe
356,-0.0001477517798775807,-0.06308150291442871,8.0,Temporal Lobe
357,-0.4016665518283844,-1.191576600074768,6.0,Parietal Lobe
358,-0.23321352899074554,-0.526432454586029,6.0,Parietal Lobe
359,-0.1964675337076187,0.4309661388397217,6.0,Parietal Lobe
360,-0.5902955532073975,-0.5954295992851257,6.0,Parietal Lobe
361,0.15006230771541595,0.07895443588495255,6.0,Parietal Lobe
362,-0.0007034953450784087,-4.400946636451408e-05,0.0,No Label
363,-1.7403480045974362e-10,2.0615917306621157e-10,0.0,No Label
364,-3.376185375714158e-08,3.999381803510005e-08,0.0,No Label
365,-7.453612852259539e-06,7.905689017206896e-06,8.0,Temporal Lobe
366,-0.0013137386413291097,0.0015230784192681313,8.0,Temporal Lobe
367,0.17228157818317413,-0.5931966304779053,8.0,Temporal Lobe
368,-0.36052370071411133,-0.5731818079948425,8.0,Temporal Lobe
369,1.3206526041030884,0.20414765179157257,8.0,Temporal Lobe
370,0.21944954991340637,0.1820823848247528,8.0,Temporal Lobe
371,0.7071592211723328,0.018804358318448067,6.0,Parietal Lobe
372,1.2599424123764038,-0.9253650903701782,6.0,Parietal Lobe
373,0.6328543424606323,0.5495082139968872,6.0,Parietal Lobe
374,-0.7049302458763123,-0.08342073112726212,6.0,Parietal Lobe
375,-0.3607746958732605,0.8694160580635071,6.0,Parietal Lobe
376,-0.005135043058544397,0.0066045792773365974,0.0,No Label
377,-2.216150824096985e-05,4.1315397538710386e-05,0.0,No Label
378,-2.216932019905027e-11,-5.641689199142874e-11,0.0,No Label
379,-4.300733991158268e-09,-1.094458657036057e-08,0.0,No Label
380,-8.343201898242114e-07,-2.123193326042383e-06,8.0,Temporal Lobe
381,-0.00016167071589734405,-0.0004118212091270834,8.0,Temporal Lobe
382,-0.06439685821533203,-0.0703972727060318,8.0,Temporal Lobe
383,-0.8101578950881958,-1.0031638145446777,8.0,Temporal Lobe
384,0.1025480329990387,-1.4707471132278442,8.0,Temporal Lobe
385,0.6030988097190857,0.6407281756401062,8.0,Temporal Lobe
386,-0.2777133285999298,1.4832855463027954,6.0,Parietal Lobe
387,-0.43306276202201843,-0.8016115427017212,6.0,Parietal Lobe
388,0.010851661674678326,-0.2725227475166321,6.0,Parietal Lobe
389,-0.18473924696445465,0.4748895764350891,6.0,Parietal Lobe
390,1.0646897554397583,1.1231088638305664,6.0,Parietal Lobe
391,0.0133723895996809,0.015547709539532661,6.0,Parietal Lobe
392,4.215585067868233e-05,1.9038707250729203e-06,0.0,No Label
393,-1.2645048563797445e-08,1.5877509085271413e-08,0.0,No Label
394,-2.453074102959363e-06,3.0801547836745158e-06,0.0,No Label
395,-0.00047588374582119286,0.0005975341773591936,8.0,Temporal Lobe
396,-0.12556323409080505,0.15602508187294006,8.0,Temporal Lobe
397,-0.6844804883003235,-0.588665246963501,8.0,Temporal Lobe
398,-0.22477088868618011,-1.2811872959136963,8.0,Temporal Lobe
399,-0.46254104375839233,-0.6987760066986084,8.0,Temporal Lobe
400,0.07259298861026764,-0.1579732894897461,8.0,Temporal Lobe
401,-0.05952801927924156,1.522519588470459,6.0,Parietal Lobe
402,0.6451706290245056,0.6143354773521423,6.0,Parietal Lobe
403,0.34197670221328735,1.8920046091079712,6.0,Parietal Lobe
404,-0.11502013355493546,2.63675594329834,0.0,No Label
405,0.6633546948432922,1.465844750404358,6.0,Parietal Lobe
406,0.008472416549921036,0.01349443569779396,6.0,Parietal Lobe
407,-7.5618709161062725e-06,2.0174833480268717e-05,0.0,No Label
408,-9.259991173848903e-08,3.33085168335856e-08,0.0,No Label
409,-1.796390461095143e-05,6.461680641223211e-06,8.0,Temporal Lobe
410,-0.0034849049989134073,0.001253532711416483,8.0,Temporal Lobe
411,-0.31456252932548523,0.225582554936409,8.0,Temporal Lobe
412,-0.30520421266555786,0.5471793413162231,8.0,Temporal Lobe
413,-0.1319269984960556,-0.23133884370326996,8.0,Temporal Lobe
414,1.0409878492355347,-0.07193668186664581,8.0,Temporal Lobe
415,0.69710773229599,0.33527690172195435,6.0,Parietal Lobe
416,1.1591484546661377,1.3899661302566528,6.0,Parietal Lobe
417,0.7534358501434326,0.9549400806427002,0.0,No Label
418,0.5096015930175781,0.7635164856910706,3.0,Frontal Lobe
419,1.2201592922210693,1.719058632850647,3.0,Frontal Lobe
420,0.8300919532775879,0.8741340637207031,3.0,Frontal Lobe
421,0.0021063692402094603,0.0033035394735634327,0.0,No Label
422,-1.406204955856083e-05,6.165470495034242e-06,0.0,No Label
423,1.182531264021236e-06,3.5532283959582855e-07,0.0,No Label
424,0.00022940496273804456,6.893079989822581e-05,8.0,Temporal Lobe
425,0.04450337961316109,0.013372219167649746,8.0,Temporal Lobe
