filename,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,
ct2_r9_stain1-0037_100013.zvi.tif,0.97916,0.92548,0.85509,0.77957,0.70541,0.63599,0.57298,0.517,0.46797,0.42537,0.3885,0.35674,0.32957,0.30646,0.28681,0.26989,
ct2_r9_stain1-0037_100014.zvi.tif,0.9788,0.92373,0.85081,0.7719,0.69368,0.61981,0.55231,0.49213,0.43952,0.39432,0.35606,0.32401,0.2973,0.27497,0.25617,0.24014,
ct2_r9_stain1-0037_100015.zvi.tif,0.97738,0.91899,0.84224,0.75972,0.67856,0.60265,0.53393,0.47307,0.42017,0.37511,0.33752,0.30666,0.28153,0.261,0.24391,0.22923,
ct2_r9_stain1-0037_100016.zvi.tif,0.97695,0.91903,0.84507,0.76686,0.69035,0.61836,0.55223,0.49254,0.43962,0.39359,0.35433,0.32138,0.29402,0.27126,0.25213,0.23577,
ct2_r9_stain1-0037_100017.zvi.tif,0.97856,0.92321,0.85038,0.77192,0.69439,0.62124,0.55428,0.49445,0.44213,0.39724,0.35923,0.32733,0.30061,0.27816,0.25921,0.24318,
ct2_r9_stain1-0037_100018.zvi.tif,0.98195,0.93635,0.87823,0.81744,0.75829,0.70222,0.64983,0.60108,0.55579,0.51396,0.47558,0.44049,0.40847,0.37932,0.35286,0.32888,
ct2_r9_stain1-0037_100019.zvi.tif,0.97871,0.92386,0.85184,0.77442,0.69807,0.62622,0.56083,0.50289,0.45267,0.40986,0.37368,0.34313,0.31715,0.29481,0.27528,0.25791,
ct2_r9_stain1-0037_100020.zvi.tif,0.98046,0.92939,0.86124,0.78731,0.71428,0.64574,0.58345,0.52813,0.47993,0.43845,0.4029,0.37235,0.34588,0.3227,0.30214,0.28363,
ct2_r9_stain1-0037_100021.zvi.tif,0.97881,0.92423,0.85295,0.77708,0.70311,0.63432,0.57219,0.51715,0.46902,0.42731,0.3913,0.36018,0.33313,0.3094,0.28831,0.26925,
ct2_r9_stain1-0037_100022.zvi.tif,0.98922,0.95916,0.91424,0.85906,0.7981,0.7353,0.67392,0.61617,0.56333,0.51584,0.4736,0.43618,0.40298,0.37336,0.34673,0.32263,
ct2_r9_stain1-0037_100023.zvi.tif,0.98112,0.93251,0.86881,0.80013,0.7317,0.66634,0.6058,0.55103,0.50243,0.45987,0.42281,0.39059,0.36261,0.33831,0.31714,0.29842,
ct2_r9_stain1-0037_100024.zvi.tif,0.98085,0.93158,0.86697,0.79745,0.72854,0.66303,0.60239,0.5472,0.4976,0.45346,0.41449,0.38033,0.35055,0.32468,0.30217,0.28247,
ct2_r9_stain1-0037_100025.zvi.tif,0.97945,0.92651,0.85727,0.78329,0.71088,0.64326,0.58204,0.52783,0.48061,0.43991,0.40506,0.37521,0.34948,0.32703,0.30715,0.28922,
ct2_r9_stain1-0037_100026.zvi.tif,0.98148,0.9334,0.86956,0.80024,0.73142,0.6663,0.60637,0.55223,0.50402,0.46157,0.42445,0.39214,0.36406,0.33959,0.31797,0.29853,
ct2_r9_stain1-0037_100027.zvi.tif,0.98028,0.92954,0.86306,0.79195,0.72261,0.65844,0.601,0.55062,0.50695,0.46913,0.43606,0.40668,0.38015,0.35583,0.33322,0.31196,
ct2_r9_stain1-0037_100028.zvi.tif,0.98271,0.93784,0.87829,0.81361,0.74945,0.68875,0.63291,0.58233,0.53695,0.4965,0.46051,0.42839,0.39953,0.37339,0.34957,0.32776,
ct2_r9_stain1-0037_100029.zvi.tif,0.98151,0.93451,0.87387,0.80963,0.74699,0.68829,0.63432,0.58516,0.54067,0.50054,0.46438,0.43175,0.40213,0.37506,0.35012,0.32709,
ct2_r9_stain1-0037_100030.zvi.tif,0.98227,0.93638,0.87561,0.80977,0.74473,0.68354,0.62762,0.57734,0.53253,0.4928,0.4577,0.4267,0.39922,0.37456,0.35206,0.33116,
ct2_r9_stain1-0037_100031.zvi.tif,0.98255,0.93762,0.87847,0.81441,0.75055,0.68949,0.6326,0.58054,0.5336,0.49167,0.45435,0.42109,0.39135,0.36463,0.34051,0.31855,
ct2_r9_stain1-0037_100032.zvi.tif,0.98343,0.93969,0.88015,0.81403,0.74731,0.6834,0.62407,0.57011,0.52176,0.4788,0.44071,0.40684,0.37656,0.34932,0.32463,0.30206,
ct2_r9_stain1-0037_100033.zvi.tif,0.98316,0.93905,0.87969,0.81434,0.74854,0.68523,0.62589,0.57129,0.52186,0.47773,0.4387,0.40432,0.37394,0.34687,0.32252,0.30041,
ct2_r9_stain1-0037_100034.zvi.tif,0.98147,0.93382,0.87124,0.80369,0.73667,0.67308,0.61433,0.56091,0.5129,0.47008,0.43201,0.39806,0.36764,0.34025,0.3155,0.29312,
ct2_r9_stain1-0037_100035.zvi.tif,0.98141,0.93416,0.87327,0.80859,0.74462,0.68343,0.62616,0.57328,0.52482,0.48058,0.44031,0.40386,0.37114,0.34197,0.31598,0.29267,
ct2_r9_stain1-0037_100036.zvi.tif,0.98228,0.93636,0.87564,0.81,0.74486,0.68301,0.62605,0.57447,0.52818,0.48683,0.4501,0.41764,0.38897,0.36353,0.34084,0.32059,
ct2_r9_stain1-0037_100037.zvi.tif,0.98158,0.93394,0.87103,0.80304,0.73586,0.67251,0.61438,0.56182,0.51465,0.47236,0.4344,0.40029,0.36962,0.34209,0.3174,0.29525,
ct2_r9_stain1-0037_100038.zvi.tif,0.98233,0.93653,0.87614,0.81116,0.74712,0.68669,0.631,0.58038,0.53473,0.49365,0.45662,0.42311,0.39261,0.36464,0.33885,0.31503,
ct2_r9_stain1-0037_100039.zvi.tif,0.98119,0.93225,0.86699,0.79578,0.72485,0.65765,0.59603,0.54074,0.49192,0.44923,0.41198,0.37935,0.3505,0.32465,0.30113,0.27943,
ct2_r9_stain1-0037_100040.zvi.tif,0.98024,0.92978,0.86414,0.79384,0.72448,0.65893,0.59869,0.54428,0.49579,0.45309,0.41571,0.38291,0.35389,0.32797,0.30453,0.28314,
ct2_r9_stain1-0037_100041.zvi.tif,0.98228,0.93628,0.87505,0.80797,0.74051,0.67576,0.61554,0.56083,0.51208,0.46926,0.43195,0.3994,0.37078,0.3453,0.32228,0.30124,
ct2_r9_stain1-0037_100042.zvi.tif,0.98308,0.93903,0.88011,0.81537,0.75021,0.68774,0.62964,0.5767,0.52919,0.48707,0.44997,0.41736,0.38869,0.36346,0.34121,0.32144,
ct2_r9_stain1-0037_100043.zvi.tif,0.9831,0.93913,0.88055,0.81648,0.75216,0.69039,0.63266,0.57962,0.53151,0.48824,0.44954,0.41505,0.38438,0.35714,0.3329,0.31117,
ct2_r9_stain1-0037_100044.zvi.tif,0.98397,0.94195,0.88504,0.82158,0.75681,0.69382,0.63436,0.57935,0.52932,0.4845,0.44491,0.41028,0.38014,0.3539,0.331,0.31094,
ct2_r9_stain1-0037_100045.zvi.tif,0.98372,0.94082,0.8822,0.81622,0.74837,0.68215,0.61972,0.56221,0.51009,0.46342,0.42194,0.38529,0.35303,0.32468,0.29978,0.27799,
ct2_r9_stain1-0037_100046.zvi.tif,0.98356,0.94086,0.88377,0.82071,0.75651,0.69398,0.63488,0.58023,0.53065,0.48629,0.44691,0.41198,0.38091,0.35318,0.32839,0.3062,
ct2_r9_stain1-0037_100047.zvi.tif,0.98341,0.9403,0.88261,0.81888,0.7541,0.69111,0.63166,0.57669,0.52666,0.48164,0.44142,0.40556,0.37358,0.34504,0.31959,0.29697,
ct2_r9_stain1-0037_100048.zvi.tif,0.98519,0.94596,0.89202,0.831,0.76784,0.70563,0.64631,0.59095,0.54009,0.49395,0.45255,0.41568,0.38298,0.35405,0.32857,0.30629,
ct2_r9_stain1-0037_100049.zvi.tif,0.9847,0.94486,0.8915,0.83252,0.77244,0.71376,0.65791,0.6057,0.55767,0.51406,0.47477,0.43945,0.40769,0.37906,0.35317,0.32979,
ct2_r9_stain1-0037_100050.zvi.tif,0.98679,0.95286,0.90799,0.85866,0.8084,0.75896,0.71135,0.66607,0.62341,0.58358,0.5466,0.51238,0.48079,0.45169,0.42495,0.40033,
