filename,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,
ct2_r9_stain1-0037_100000.zvi.tif,0.97844,0.92363,0.85271,0.77723,0.70347,0.63441,0.57133,0.51475,0.46487,0.42152,0.3842,0.35229,0.32509,0.30186,0.28177,0.26405,
ct2_r9_stain1-0037_100001.zvi.tif,0.98129,0.93251,0.86774,0.79773,0.72859,0.66333,0.60323,0.54869,0.49978,0.45633,0.41801,0.38439,0.35489,0.32886,0.30569,0.28489,
ct2_r9_stain1-0037_100002.zvi.tif,0.98109,0.93157,0.86519,0.79249,0.71966,0.64998,0.58525,0.52646,0.47409,0.42809,0.38806,0.35345,0.32356,0.29762,0.27484,0.25449,
ct2_r9_stain1-0037_100003.zvi.tif,0.98064,0.93031,0.86327,0.79015,0.71732,0.64821,0.58455,0.52702,0.47576,0.43054,0.39086,0.35614,0.32571,0.29893,0.27526,0.25435,
ct2_r9_stain1-0037_100004.zvi.tif,0.98165,0.93476,0.87356,0.80747,0.74151,0.6781,0.61854,0.56353,0.51353,0.46869,0.42884,0.39355,0.36226,0.33434,0.3092,0.28633,
ct2_r9_stain1-0037_100005.zvi.tif,0.9827,0.93756,0.87725,0.81107,0.74432,0.68007,0.62015,0.56551,0.51644,0.47269,0.43373,0.39896,0.36778,0.33968,0.31423,0.29108,
ct2_r9_stain1-0037_100006.zvi.tif,0.98051,0.92977,0.86231,0.78891,0.71566,0.64597,0.58183,0.52423,0.47343,0.42916,0.3908,0.35759,0.32873,0.3034,0.28095,0.26092,
ct2_r9_stain1-0037_100007.zvi.tif,0.98318,0.94042,0.88517,0.82621,0.76768,0.71156,0.65915,0.61109,0.56762,0.52875,0.49431,0.46392,0.43708,0.41325,0.3919,0.3726,
ct2_r9_stain1-0037_100008.zvi.tif,0.98193,0.93504,0.87296,0.80567,0.73871,0.67498,0.61595,0.56221,0.51388,0.47069,0.43212,0.39762,0.36666,0.33881,0.31362,0.2907,
ct2_r9_stain1-0037_100009.zvi.tif,0.97945,0.92696,0.85892,0.78658,0.71576,0.64932,0.58862,0.53396,0.48525,0.44217,0.40423,0.37084,0.34147,0.31564,0.29282,0.27266,
ct2_r9_stain1-0037_100010.zvi.tif,0.9793,0.92596,0.85611,0.78129,0.70787,0.63913,0.57653,0.52041,0.47058,0.42652,0.38759,0.35325,0.32319,0.29714,0.27478,0.25568,
ct2_r9_stain1-0037_100011.zvi.tif,0.97936,0.92696,0.85962,0.78834,0.71841,0.65214,0.59065,0.53446,0.48373,0.43832,0.39789,0.36206,0.3305,0.30294,0.27912,0.25869,
ct2_r9_stain1-0037_100012.zvi.tif,0.98343,0.94061,0.88432,0.82362,0.76313,0.7052,0.65114,0.60165,0.55704,0.51727,0.48204,0.45096,0.42368,0.3999,0.37931,0.36139,
